Team,PtDiff,Offense,Defense,Threes,DefRebounds,OffRebounds,Blocks,Turnovers,Assists,Steals,FreeThrows,FreeThrowsGiven
Murray St,99.0899680555,96.5008051256,101.962741408,100.211031838,97.9143651055,99.1577693402,98.7128454839,99.1526290635,100.291841348,99.9591747669,97.8278130016,100.530896738
MS Valley St,82.7206999619,92.5874577189,93.5211007442,98.3201077108,98.5086047147,100.284538347,98.8669487532,99.9643130749,97.3726294051,100.590169671,97.3513241348,100.404520495
Mt St Mary's,92.719945786,94.2622016732,99.3176397623,100.210950912,96.2990242595,98.6638840882,100.106952664,99.8350763576,98.301872359,101.137088898,97.3298070545,99.723944447
N Illinois,100.166582214,97.4732943176,102.079561969,99.7596577882,100.614009672,101.280695515,100.132301894,100.547691381,99.7658256872,100.863598771,101.697033888,98.5779172225
Rider,96.938523647,93.6030610724,102.179925808,99.5595845853,99.7051106726,98.921768986,100.084601955,99.7782330263,99.4373612469,99.6207772529,98.0012910517,102.237610854
Washington,109.174463581,109.334589772,96.9426840803,100.390713817,101.413027752,102.541488681,102.928245036,101.743775397,101.364590739,101.156240014,104.596476215,96.1246988052
N Dakota St,100.288256692,94.8993628817,104.361980953,99.7100592324,99.9781532547,98.2952043099,99.9826075249,98.5411857517,97.9254504401,99.8855204915,98.144520647,101.911839967
High Point,101.919775554,100.610644056,99.6585297259,98.8957282117,97.3541616057,99.7458882515,99.3668081487,98.1710747841,100.806159176,100.990072139,97.7809248273,101.608764497
W Carolina,96.9215441885,96.7167253071,98.4251401655,100.146492478,98.1202156159,100.266129924,99.5451262649,100.111308641,99.3884435742,101.385297353,100.271209621,96.6594752606
Savannah St,87.2683485686,88.8921891354,100.233538741,98.9779754261,97.2353234123,98.8000046052,99.2647600697,101.520912721,96.6764839672,100.244149515,98.3778703353,100.062852339
SC Upstate,87.5343722525,94.927280371,93.9209473075,99.7692278534,98.7195311616,100.672529679,99.3309603607,100.866714531,99.9638114237,98.8860599872,97.4276971089,99.581862953
Santa Barbara,104.232129801,98.7778467344,103.813774542,100.044068717,101.76235219,99.5444510016,99.5589173215,99.7829651716,101.376931772,100.058116622,95.9185010613,99.5967948718
Santa Clara,94.6132713084,96.2395846522,99.0455968487,100.457882503,99.8359761521,98.0415719753,99.3729690633,99.3846662197,99.2566552188,98.5280491886,97.8317868098,99.304782007
San Francisco,96.5406943093,101.946599437,96.0488170735,100.402339073,100.850875418,101.552311369,99.4343287208,100.547627266,99.1354305918,99.4856016522,100.750167288,99.2291143205
San Jose St,93.2017375997,96.3581043983,97.9450687671,99.6343596915,100.519022347,99.621725325,100.303469897,101.046790916,100.520716657,99.3199521574,100.818453058,96.4679751425
San Diego,91.6818451515,92.2477263376,100.932110419,99.4960185031,99.6675249082,99.1698093542,100.29830584,101.345662481,98.8384476763,98.7550513253,97.8486513471,98.2624123296
San Diego St,108.182203937,96.9065337847,110.590521835,98.8090882659,101.916854121,101.030732873,101.614293084,100.270997717,98.1454235401,99.3857953731,102.095069942,104.240111811
SE Louisiana,89.237842025,96.1070335781,94.2717376226,99.7528009752,98.0344960343,99.5780667619,99.3896061723,100.731376071,99.7178291914,99.9821000088,99.0917446158,98.0761412283
SE Missouri St,85.3591869351,93.1336167396,93.2898584693,98.1684823916,99.1535086411,100.59770484,98.4195603814,101.00520729,98.5084384857,101.0244684,99.7041937909,101.876576355
